Approval Year,Economy,Sector,Financing Type,Project Name,Status,Objective,Description,Acquirer,Borrower,amount,Financing Amount
2020,Türkiye,CRF-Finance/Liquidity,Sovereign,Türkiye: COVID-19 Credit Line ProjectVIEW DETAILS,Approved,To reduce liquidity constraints caused by the COVID-19 crisis and increase access to finance to corporates and small and medium-sized enterprises (SMEs) operating in eligible infrastructure and other productive sectors (OPS) in Türkiye.,"The proposed Türkiye COVID-19 Credit Line Project will provide sovereign-backed short-term credit lines to two of Türkiye's development banks and existing AIIB Clients, Türkiye Sınai Kalkınma Bankası (TSKB) and Türkiye Kalkınma ve Yatırım Bankası (TKYB) (jointly, the Borrowers) to alleviate liquidity constraints faced by infrastructure-related companies, mid-caps and small-medium enterprises (SMEs) serving the transport, energy, water, sustainable cities (including healthcare), information and communications technology (ICT), and eligible other productive sectors. This project will be processed under the AIIB’s COVID-19 Recovery Facility (CRF), a framework designed to assist members in responding to the COVID-19 pandemic. These credit lines will not be used for infrastructure project finance, already covered in AIIB Projects TSKB Sustainable Energy and Infrastructure On-lending Facility (2018) and TKYB Renewable Energy and Energy Efficiency On-Lending Facility (2019).",,,500,Approved Financing: USD500 million
2020,Kazakhstan,CRF-Economic Resilience/PBF,Sovereign,Kazakhstan: COVID-19 Active Response and Expenditure Support (CARES) ProgramVIEW DETAILS,Approved,"The objective of the Program is to mitigate the adverse impacts of the Coronavirus disease (COVID-19) on the health, incomes, and economic opportunities of Kazakhstan population.","The CARES Program (Program) is supported by a Loan extended by AIIB under AIIB’s COVID-19 Crisis Recovery Facility (Facility) and co-financed with a policy-based loan extended by the Asian Development Bank (ADB) under its Countercyclical Support Facility COVID-19 Pandemic Response Option (CPRO). The Program would cover the Government of Kazakhstan (GoK)’s (i) immediate COVID-19 health policy response, (ii) social protection and employment recovery measures, and (iii) economic stimulus measures. Specifically, the Program includes: (i) cash payments to the unemployed (USD95-100 per month per person); (ii) measures to mitigate the impact of higher food prices, i.e. lowering the VAT rate, a nationwide food supply program to provide free food to 1.1 million people and price caps on essential foods to support vulnerable groups; (iii) increase of all social payments by 10 percent; (iv) new tax incentives, such as zero percent property tax rates (for retail, trade, catering, entertainment and hospitality businesses); zero land tax (for agricultural producers); zero income tax for individual entrepreneurs and for small and medium-sized enterprises (SMEs) in catering, lodging, transportation, consulting and tourism; six-month exemption from payroll taxes; deferral of payments of taxes and other compulsory budget payments for SMEs until June 1, 2020; suspended enforcement of the collection of overdue tax obligations; suspended accrual of penalties for overdue tax obligations until August 2020, and extended tax reporting deadlines until September 2020.",,,750,Approved Financing: USD750 million
2020,Maldives,CRF-Public Health,Sovereign,Maldives: COVID-19 Emergency Response and Health Systems Preparedness ProjectVIEW DETAILS,Approved,To respond to and mitigate the threat posed by COVID-19 and strengthen national systems for public health preparedness in the Maldives.,"This project will be co-financed with the World Bank and have the following components:

Component 1 (Emergency Response for COVID-19 Prevention): Procurement of essential protective equipment and other essential items to protect healthcare workers and patients; risk communication, community engagement and behavior change, including social distancing measures and associated mitigation strategies.
Component 2 (Emergency Health System Capacity Strengthening for COVID-19 Case Management): Strengthening the centralized and decentralized health system capabilities for disease surveillance, case management and infection prevention and control.
Component 3 (Implementation Management and Monitoring and Evaluation): Strengthening of public institutions for the coordination and management of the project, including central and regional arrangements for coordination of activities, financial management, procurement and social and environmental management.
Component 4 (Contingent Emergency Response Component): Zero-dollar component to ensure additional flexibility in response to the current and any potential other emergency that might occur during the lifetime of this project.

 ",,,7.3,Approved Financing: USD7.30 million
2020,Indonesia,CRF-Public Health,Sovereign,Indonesia: Emergency Response to COVID-19 ProgramVIEW DETAILS,Approved,"To prevent, detect and respond to the threat posed by COVID-19 and to strengthen national systems for public health preparedness in Indonesia.","The proposed program to be supported under the COVID-19 Crisis Recovery Facility (the Facility) is being co-financed with the World Bank (WB) and has been designed in accordance with the WB’s Policy on Program for Results (PforR). The adoption of PforR design will facilitate a rapid response to the current health emergency.
The program aims to focus on three results areas:

Results Area 1 - Help expand health system preparedness by addressing the immediate needs of designated COVID-19 referral facilities. The Program will support the expanded network of health facilities owned by the Ministry of Health (MOH) that have been designated as COVID-19 referral hospitals. It will ensure they are fully equipped to manage and treat the increase in severe respiratory illness and critical care patients. It will also support the MOH’s development and implementation of infection control and safety measures in healthcare settings as well as treatment protocols to manage cases at all stages. For medium-term outcomes aimed at strengthening the health system, the program will support the updating of the national pandemic preparedness plan, including emergency funds flows and emergency procurement systems, development of a communication strategy, improvement of reporting and a strengthened surveillance system, incorporating lessons from COVID-19 experience.
Results Area 2 - Strengthen the laboratory network and surveillance system to help increase testing and contact tracing. The Program will support the development of national guidelines for laboratories adhering to Bio Safety Level 2 (as defined by National Institute for Health Research) or higher standards, covering sample collection, transportation, and laboratory testing procedures for suspected Severe Acute Respiratory Illnesses (SARI) or Coronaviruses. This results area also aims to provide consumables for testing to every province and district of the country (subject to the availability of affordable COVID-19 cartridges for GeneXpert machines). The Program will also promote the development and implementation of laboratory quality assurance mechanisms for those in the network. Lastly, the Program will strengthen the GOI’s capacity to do contact tracing and surveillance by supporting the surveillance hotline for community-based reporting of outbreaks and new illnesses.
Results Area 3 - Ensure MOH support for communications and coordination across sectors and levels of government. The Program will facilitate communication and coordination for pandemic response and preparedness as it recognizes the need for the MOH to coordinate with other sectors. It will support the development and establishment of mechanisms for communication of COVID-19 test results (in coordination with the sub-national level), and support the National Disaster Risk Management Agency (BNPB) and other agencies in developing messages on personal hygiene promotion and other preventive communications.

 ",,,250,Approved Financing: USD250 million
2020,Uzbekistan,Transport,Sovereign,Uzbekistan: Bukhara Road Network Improvement Project (Phase 1)VIEW DETAILS,Approved,"To improve road efficiency, safety, and climate-resilience of major international cross-border roads in Bukhara and road networks in Karakalpakstan and Khorezm regions, through applying modern technical and contractual management methods for road rehabilitation and maintenance.","The Bukhara Road Network Improvement Project (BRNIP) Phase 1 will finance rehabilitation and maintenance of critical section of international road A380 (km 150+000 to km 228+000) and will include the following identified components:

Component 1 – Rehabilitation and maintenance of 78km section of the international road A380;
Component 2 – Construction supervision and technical audit consultancy.
Component 3 – Phase 2 project preparation.

Sub-component 3a: Conceptual design and preparation of Tender Documents (TDs) using OPBRC/DBMOT for 78 km of the southern section of M37;
Sub-component 3b: Detailed design and preparation of TDs for about 80 km of the north section of M37, and
Subcomponent 3c: Detailed design and preparation of TDs for road sections in Karakalpakstan and Khorezm regions (414 km and 233 km respectively);

Component 4 – Institutional strengthening, capacity building, and costs of the Project Implementation Unit (PIU);
Component 5 – Purchase of equipment related to quality and quantity measurements for innovative contracting methodologies for roads.

 ",,,165.5,Approved Financing: USD165.5 million
2020,Pakistan,CRF-Economic Resilience/PBF,Sovereign,Pakistan: COVID-19 Active Response and Expenditure Support (CARES) ProgramVIEW DETAILS,Approved,The Program’s objective is to mitigate the significant negative economic and social impacts caused by the COVID-19 pandemic. The Program will enable the GoP to effectively manage COVID-19 outbreak and reduce its immediate social and economic damages.,"This Program is proposed to be supported under the COVID-19 Crisis Recovery Facility (the Facility) of the Bank and co-financed with the Asian Development Bank (ADB) as a policy-based loan under ADB’s Countercyclical Support Facility COVID-19 Pandemic Response Option (CPRO).
The COVID-19 pandemic has significantly impacted Pakistan’s ability to continue with the ongoing economic recovery program initiative and sustain high and inclusive growth. ADB estimates that both exports and remittances will decline by USD 2 billion during FY2020. Total revenue is expected to decline by almost USD 6 billion and will contribute maximum to Pakistan higher fiscal deficit of 2 percent during FY2020. All the above impacts have already led to significant job losses—both in the formal and the informal sectors.
The Government of Pakistan (GoP) has acted quickly to approve a health sector and counter-cyclical development expenditure program. Total countercyclical development expenditure package of $7.2 billion consists of three broad areas to support: health measure, social safety net measure and economic stimulus measures. Additionally, GoP has also approved a comprehensive COVID-19 Strategic Preparedness & Response Plan (Plan) including $595 million in financing for priority activities on 23 April 2020. These expenditure allocations contain specific strategies for protecting the poor and vulnerable, including women; augmenting the health sector capacity and supplies; and protecting productive sectors and small businesses from economic downturn. AIIB’s financing under CARES program is provided through general budgetary support for the purpose of meeting gaps in the GoP’s development financing needs.",,,500,Approved Financing: USD500 million
2020,India,CRF-Economic Resilience/PBF,Sovereign,India: COVID-19 Active Response and Expenditure Support (CARES)VIEW DETAILS,Approved,The objective of the Program is to provide the Government of India with budget support to mitigate the severe adverse social and economic impacts caused by the COVID-19 pandemic.,"This Program is proposed under the COVID-19 Crisis Recovery Facility (the Facility) of the Bank and co-financed with the Asian Development Bank (ADB) as a policy-based loan under ADB’s Countercyclical Support Facility COVID-19 Pandemic Response Option (CPRO). This program will provide critically needed support to help the Government of India mitigate the severe health, social, and economic impacts caused by the COVID-19 pandemic.
The expected outputs of the program are: (i) implementation of COVID-19 response and health systems measures; (ii) enhancement of measures to provide social assistance for compensating the economic loss to vulnerable groups; and (iii) enhanced social safety measures for the affected workers in both organized and informal sectors.",,,750,Approved Financing: USD750 million
2020,Mongolia,CRF-Economic Resilience/PBF,Sovereign,Mongolia: COVID-19 Rapid Response ProgramVIEW DETAILS,Approved,The Program objective is to mitigate the severe adverse economic and health impacts of the COVID-19 pandemic and support poverty alleviation through budgetary support to the government’s countercyclical development expenditure program.,"This program is proposed to be supported under AIIB’s COVID-19 Crisis Recovery Facility and co-financed with the Asian Development Bank (ADB) as a policy-based loan under its Countercyclical Support Facility COVID-19 Pandemic Response Option (CPRO). The program will provide critically needed support to assist the Government of Mongolia in mitigating the severe adverse health, social, and economic impacts caused by the COVID-19 pandemic.
Mongolia has taken proactive and decisive actions in response to the COVID pandemic and kept the number of COVID-19 cases low. However, its vulnerability to the pandemic remains, as the Government has identified that about 20% of its population, especially the poor and other vulnerable groups, are at high risk due to the strained healthcare system. Meanwhile, the pandemic triggered severe economic slowdown in the country. Mongolia’s economy has limited diversification and is highly dependent on the mining sector, which accounts for 24% of its gross domestic product (GDP) and almost 90% of its exports. Its high dependency on trade makes the country particularly vulnerable to exogenous shocks, such as the COVID-19 pandemic.
The government of Mongolia has put together a comprehensive set of response measures to mitigate the COVID-19 impact. The measures include the Countercyclical Development Expenditure Program (CDEP), which consists of three packages: (1) support to public health protection; (2) social protection to support citizens and businesses; and (3) support to vulnerable businesses and fiscal stimulus measures.
The proposed Mongolia COVID-19 Rapid Response Program (the Program) will assist the government’s response to COVID-19 pandemic, support the implementation of its CDEP to mitigate the adverse impacts of the pandemic on the economy, and support poverty alleviation. The Program will support the three packages of the CDEP: public health protection, social protection, and fiscal stimulus measures.",,,100,Approved Financing: USD100 million
2020,Philippines,CRF-Economic Resilience/PBF,Sovereign,Philippines: COVID-19 Active Response and Expenditure Support (CARES) ProgramVIEW DETAILS,Approved,The Program’s objective is to mitigate the adverse impacts of COVID-19 on the health and economic opportunities of the population of the Philippines by providing budgetary support to the government’s COVID-19 Response Program.,"The CARES Program is proposed to be supported under AIIB’s COVID-19 Crisis Recovery Facility (Facility) and cofinanced with the Asian Development Bank (ADB) as a policy-based loan under its Countercyclical Support Facility COVID-19 Pandemic Response Option (CPRO). The Program will provide critically needed support to help the Government of the Philippines (GoP) mitigate the severe health, social, and economic impact caused by the COVID-19 pandemic.
On Mar. 15, 2020, the GoP announced a COVID-19 Response Program, with several priority actions to address the negative impacts of the pandemic and combat the spread of COVID-19. Specific measures under the Response Program include: (i) enhanced quarantine to reduce the infection rate; (ii) expanded medical services to step up testing and care for affected populations; (iii) social protection and livelihood support to help mitigate the immediate impacts on livelihoods and employment; (iv) a small business relief program; (v) support for agriculture and other economic sectors; and (vi) local government support.
The Program is expected to have the following outputs: (i) by May 2020, an increase in testing capacity to 8,000 per day; (ii) by July 2020, the average turn-around time from sample collection to results reduced to 48 hours or less; (iii) by July 2020, all health care workers, of which 75 percent are female, and all COVID19 cases covered with Philippine Health Insurance Corporation inpatient and primary care COVID-19 related benefits; (iv) by July 2020, conditional cash transfers and emergency subsidy support provided to 4.4 million vulnerable households; (v) by July 2020, emergency subsidy support provided for 13.6 million households; (vi) by December 2020, USD600 million of economic stimulus and support provided to highly affected and vulnerable sectors including agriculture; (vii) by December 2020, wage subsidies provided for at least 1 million micro, small, and medium-sized enterprises (MSMEs) (of which 58 percent are registered to women); and (viii) by December 2020, tax relief provided for at least 1 million MSMEs (of which 58 percent are registered to women).",,,750,Approved Financing: USD750 million
2020,Georgia,CRF-Public Health,Sovereign,Georgia: Emergency COVID-19 Response ProjectVIEW DETAILS,Approved,"To prevent, detect, and respond to the threat posed by the COVID-19 pandemic and to strengthen national systems for public health preparedness in Georgia.","The project will consist of the following three components, which are closely interlinked:
1. Emergency COVID-19 Response:
   1.1 COVID-19 Case Detection and Confirmation
   1.2 Health System Strengthening for Case Management
2. Enabling health measures to contain the COVID-19 outbreak through temporary income support for poor households and vulnerable individuals:
      2.1 Cash transfers to poor and vulnerable households
      2.2 Temporary unemployment assistance for individuals who lost their job because of the COVID-19 outbreak
3. Project Management and Monitoring",,,100,Approved Financing: USD100 million
2020,Bangladesh,CRF-Economic Resilience/PBF,Sovereign,Bangladesh: COVID-19 Active Response and Expenditure Support (CARES) ProgramVIEW DETAILS,Approved,"The objective of the program is to provide the Government of Bangladesh with budget support to mitigate the severe adverse social and economic impact of the COVID-19. Specifically, the program will help the government to support the worst-hit industries, including the export-oriented industries and SMEs and expand and strengthen its social safety net for the vulnerable groups.
 
Expected Results:
The program is expected to mitigate the potential economic shock from the COVID-19 pandemic by extending onward assistance to the industries and the vulnerable groups.
(i) By June 2022, national poverty incidence maintained at the 2019 level of 20.5% (Baseline: 20.5% in 2019)
(ii) By March 2021, 15 million poor and vulnerable people (of whom at least 40% are women) benefitted from at least one economic assistance program under the government’s coronavirus disease (COVID-19) response plan (May 2020 baseline: 0)
(iii) By September 2020, at least 1.5 million workers (of whom at least 50% are women) in export-oriented industries benefitted from extended salary support through the program (May 2020 baseline: 0)
(iv) By December 2021, at least Tk170 billion (i.e equivalent approximate USD 2 billion) in loans with subsidized interest provided to the affected industries and sectors and micro, small, and medium-sized enterprises. (May 2020 baseline: 0)","This Program is proposed to be supported under the COVID-19 Crisis Recovery Facility (the Facility) of the Bank and co-financed with the Asian Development Bank (ADB) as a policy-based loan under ADB’s Countercyclical Support Facility COVID-19 Pandemic Response Option (CPRO). Being a densely populated country with a large number of internal and external migrant workers, Bangladesh is very vulnerable to the spread of COVID-19. The country has already faced significant healthcare challenges in combatting the COVID-19 pandemic. The number of COVID-19 cases in the country has been significantly increasing; as of May 6, 2020, number of confirmed cases are 11,719. On Mar 25, 2020, the Government of Bangladesh (GoB) imposed a lockdown which has been extended till May 30, 2020, and is likely to extend further as this crisis continues to evolve rapidly, and the ultimate fallout is difficult to predict.
The pandemic has seriously impacted the country’s economy. The extended closure of business establishments and offices as well as other social distancing measures result in simultaneous supply and demand shocks, with production, consumption, trade and investment all at a standstill. The traditional growth engines of the country’s economy – export-oriented industries, remittances and small and medium enterprises (SMEs) have all ground to a halt. As a result, the poor and the vulnerable will likely bear the brunt of the impact. Thus, the GoB has undertaken fiscal countercyclical expenditure programs to strengthen healthcare services, and provide direct support for the poor and vulnerable groups and for businesses to protect jobs.
The Program is expected to increase GoB’s spending on crisis measures with a focus on social and economic protection. The following key outputs are expected: (i) employment opportunities are protected; and (ii) social safety net to vulnerable groups expanded.",,,250,Approved Financing: USD250 million
2020,Indonesia,CRF-Economic Resilience/PBF,Sovereign,Indonesia: COVID-19 Active Response and Expenditure Support ProgramVIEW DETAILS,Approved,The Program’s objective is to mitigate the adverse impacts of COVID-19 on the health of the Indonesian population as well as on the country’s overall economy by providing budgetary support. The Program aims to enable the GoI to provide urgently needed social expenditures and expand its social assistance programs for the poor and vulnerable to reduce the adverse social and economic impacts of COVID-19.,"This Program is proposed to be supported under the COVID-19 Crisis Recovery Facility (the Facility) of the Bank and co-financed with the Asian Development Bank (ADB) as a policy-based loan under ADB’s Countercyclical Support Facility COVID-19 Pandemic Response Option (CPRO).
The COVID-19 pandemic is expected to bring extensive adverse impacts to the Indonesian economy, health and social system, including steep decline in the projected economic growth (from 5.2 percent to 2.3 percent), doubling of unemployment rate (from 5.3 percent in 2019 to 10.5 percent in 2020), increase of the national poverty rate (from 9.4 percent in March 2019 up to 12.8 percent in 2020) and substantial widening of 2020 budget deficit (from the expected 1.8 percent to 5.1 percent of GDP). In response, the Government of Indonesia (GoI) has formulated a strong pro-poor countercyclical expenditure plans, with estimated total value of USD 32.4 billion, that will fund substantial increase in public health measures, social assistances to the poor and vulnerable, and supports to businesses especially micro, small and medium-sized enterprises (MSMEs). This includes the national recovery program, which will target real and finance sectors amounting to USD8.9 billion. A key component of the fiscal measures is to support enterprises especially affected micro, small and medium-sized enterprises (MSMEs). Further, the GoI has also expanded its support for poor and vulnerable households through its flagship social assistance and social protection programs, amounting to USD6.4 billion, including: (i) Family Hope Program (PKH), a conditional cash transfer program, to ensure access to maternal health care for women and school for children and (ii) Kartu Sembako program, a food assistance program that provides basic commodities to mothers.
The Program will provide the critically needed support to this comprehensive response programs of GoI. Consistent with AIIB’s purpose, the Program would promote social protection and economic resilience to prevent long-term damage to the productive capacity, including human capital, of the Indonesian economy. Lastly, the Program is central in enabling GoI to pursue the path towards recovery of the Indonesian economy as forecasted by the international community including the IMF and ADB.",,,750,Approved Financing: USD750 million
2020,India,CRF-Public Health,Sovereign,India: COVID-19 Emergency Response and Health Systems Preparedness ProjectVIEW DETAILS,Approved,"The objective of the project is to prevent, detect and respond to the threat posed by COVID-19 and to strengthen national health systems for preparedness in India.","This project is proposed under the COVID-19 Recovery Facility.
The project aims to deliver a combination of emergency response and health system capacity building efforts consistent with the COVID-19 containment plan that was recently developed by the Ministry of Health and Family Welfare (MOHFW), Government of India (GOI) with support from the World Health Organization (WHO) and partners. In addition to scaling up interventions to limit human- to-human transmission, health systems strengthening interventions will be rolled out to improve the country’s capacity to respond to the COVID-19 epidemic and to be better prepared to respond to any future disease outbreaks.
The project will comprise six components:

Component 1: Emergency COVID-19 Response: The aim of this component is to slow and limit as much as possible the spread of COVID-19 in India. This will be achieved through providing immediate support to enhance disease detection capacities by scaling up procurement of personal protective equipment, oxygen delivery systems, and medicines.
Component 2: Strengthening National and State health Systems to support Prevention and Preparedness: The component will support the GOI to build resilient health systems to provide core public health, prevention, and patient management functions to manage COVID-19 and future disease outbreaks.
Component 3: Strengthening Pandemic Research and Multi-sector, National Institutions and Platforms for One Health: This component will support research on COVID-19 by Indian and other global institutions working in collaboration with the Indian Council of Medical Research.
Component 4: Community Engagement and Risk Communication: This component will address significant negative externalities expected in the event of a widespread COVID-19 outbreak and include comprehensive communication strategies.
Component 5: Implementation Management, Capacity Building, Monitoring and Evaluation: Support for the strengthening of public structures for the coordination and management of the project would be provided, including MOHFW and state (decentralized) arrangements for coordination of activities, financial management, procurement, and monitoring and evaluation.
Component 6: Contingent Emergency Response Component: Provision of immediate response to an eligible crisis or health emergency.

 ",,,500,Approved Financing: USD500 million
2020,Bangladesh,Water,Sovereign,Bangladesh: Dhaka Sanitation ImprovementVIEW DETAILS,Approved,To increase access to safely-managed sanitation services in select areas of Dhaka City and to improve DWASA’s capacity for sanitation service delivery.,"The project includes the following components:
1. Institutional Support for Sanitation Services Delivery (USD7.08 million): Capacity enhancement to strengthen Dhaka Water Supply and Sewerage Authority (DWASA) to manage sanitation services efficiently and citizens engagement to connect to sanitation systems and technical assistance to support coordination in the sanitation subsector.
2. Sewerage and Wastewater Treatment (USD446.52 million): Construction of two sewerage trunk mains, construction of a new secondary and tertiary sewerage network as well as construction of a Wastewater Treatment Plant.
3. Non-network Sanitation (USD8.46 million): Testing and demonstration of feasibility of locally adapted collection and treatment solutions.
4. Project Implementation and Management Support (USD20.49 million): Project management support to DWASA in implementing and monitoring all project-related activities.
5. Contingent Emergency Response (USD0 million): A provisional component to allow for rapid reallocation of loan proceeds for emergency response.
The project is expected to benefit about 1.5 million people, including about 50,000 people in low income settlements, in the Pagla catchment area of Dhaka. While most of the beneficiaries will be connected to the central sewerage system, about 100,000 will benefit from improved non-network sanitation, which is being implemented as an interim solution where sewers cannot be built in the short to medium-term.",,,170,Approved Financing: USD170 million
2020,Multicountry,Multi-sector,Nonsovereign,Multicountry: Keppel Asia Infrastructure FundVIEW DETAILS,Approved,The objective is to mobilize private capital into infrastructure investments with exposure to the Asia-Pacific region including AIIB’s members via a fund with a market risk adjusted return.,"The Keppel Asia Infrastructure Fund is a closed-end infrastructure private equity fund. The Fund will leverage on Keppel Group’s (i) infrastructure track record and regional network; (ii) project development and asset management capabilities; (iii) fund management experience; and (iv) investor network to invest growth and expansion capital into infrastructure projects in Asia. The Fund achieved its final closing with USD666.9 million of committed capital on November 28, 2021. AIIB’s commitment to the Fund is USD100 million.",,,150,Approved Financing: USD150 million
2020,China,CRF-Public Health,Sovereign,China: Emergency Assistance to China Public Health Infrastructure ProjectVIEW DETAILS,Approved,To strengthen the public health emergency response infrastructure in Chongqing and Beijing through the provision of emergency supplies and the upgrading of public health infrastructure.,"The Project will have two parts:
Part One: Strengthening of public health emergency response capacity in Chongqing:

Component 1.1: Providing emergency supplies and equipment to help contain the outbreak of COVID-19 in Chongqing.
Component 1.2: Systematic upgrading of the Centers for Disease Control and Prevention (CDCs) at all administrative levels and the treatment capacity of hospitals in dealing with epidemic emergencies.

Part 2: Strengthening of public health emergency response capacity in Beijing:

Component 2.1: Providing emergency supplies and equipment and supporting the upgrading of hospitals to help contain the outbreak of COVID-19 in Beijing.
Component 2.2: Capacity enhancement of the municipal-level CDC and the treatment capacity of municipal hospitals in dealing with epidemic emergencies.

 ",,,355,Approved Financing: USD355 million
2020,Uzbekistan,Water,Sovereign,Uzbekistan: Bukhara Region Water Supply and Sewerage (BRWSSP)VIEW DETAILS,Approved,The Project Objective is to provide access to safely managed water and sanitation services in the Bukhara Region and strengthen the operational performance of the water utility of the Bukhara Region.,"Component 1 — Investment in Water Supply Infrastructure: Construction and rehabilitation of intakes, main water lines, water treatment facilities, pumping stations and distribution networks. The water supply component covers the districts of Bukhara, Rometan, Peshko, Jondor, Kogon and Qorovulbozor.
Component 2 — Investment in Sewage Infrastructure: Construction of centralized sewage systems in district centers consisting of collectors, pumping stations and biological sewage treatment plants as well as discharge facilities. The sewage component covers the district centers of Qorakol, Olot, Qorovulbozor, Rometan and Gijduvon.
Component 3 — Project Implementation and Management Support: Project management and implementation support to assist the Implementation Agency (IA) in ensuring seamless coordination, efficient implementation and compliance with the relevant policies.",,,385.1,Approved Financing: USD385.1 million
2020,Bangladesh,Transport,Sovereign,Bangladesh: Sylhet to Tamabil Road Upgrade ProjectVIEW DETAILS,Approved,The objective is to improve cross-border connectivity between Bangladesh and India via a safe and efficient road link between Sylhet and Tamabil.,"Component One-Construction works: The project will support construction of road works, traffic engineering works and tolling facilities, e.g., installation of traffic management equipment and traffic surveillance, roadside service facilities, tolling and communication systems.
Component Two-Consulting services: This component is comprised of two subcomponents, (a) for the project road, detailed design enhancements and construction supervision of the project and (b) for selected priority roads of the Roads and Highways Department (RHD) network, feasibility studies (FS), environmental and social safeguards and preliminary designs.
Component Three-Operation and Maintenance: This component will support the purchase of essential equipment for RHD to introduce new technologies to improve the O&M supply chain for Sylhet Division area. This essential equipment will also support private sector contractors and local communities to improve the efficiency and quality of maintenance works.
Component Four-Project management support and capacity building: This component is comprised of the project management costs of the project implementation unit. The project will also support the training, capacity building and institutional development of RHD for operating, managing and maintaining the RHD networks of the project division areas.",,,404,Approved Financing: USD404 million
2020,Oman,Energy,Nonsovereign,Oman: Ibri II 500MW Solar PV Independent Power Plant ProjectVIEW DETAILS,Approved,"The objectives of the Project are to:
(a) increase the availability of the renewable power generation capacity and improve the balance between supply and demand during the peak hours in Oman’s Main Interconnected System grid which serves Muscat and northern Oman.
(b) reduce the dependence on gas and other fossil fuels for electricity generation and move to a more balanced and environmentally sustainable energy mix.","The Ibri II Solar PV Independent Power Plant Project (the Project) is a 500 mega-watt greenfield solar photovoltaics power plant in Ibri, Oman which is being developed by Shams Ad-Dhahira Generating Company SAOC (the Borrower), a special purpose vehicle incorporated under the laws of Oman.
Oman Power and Water Procurement Co (OPWP) awarded the Project to the consortium led by International Company for Water and Power Projects (ACWA Power) following a detailed financial, technical and legal evaluation of bid proposals received through international competitive tender. The Project is implemented under Build, Own and Operate model under a bilateral arrangement of offtake by OPWP for 15 years from the Scheduled Commercial Operation Date on June 1, 2021. The Power Purchase Agreement was signed between OPWP and the Borrower on April 30, 2019. ",,,60,Approved Financing: USD60 million
2020,Bangladesh,Energy,Sovereign,Bangladesh: Dhaka and West Zone Transmission Grid Expansion ProjectVIEW DETAILS,Approved,The objective of the proposed Project is to enhance the reliability and efficiency of power transmission in Dhaka and Western Zone of Bangladesh and strengthen institutional capacity of PGCB.,"The proposed Project will include three components.
• Component 1: construction of substations with a total capacity of 4,450 megavolt-ampere (MVA) and transmission lines of 40 km in Greater Dhaka.
• Component 2: construction of substations with a total capacity of 2,990 MVA and transmission lines of 368 km and 20 bay extensions in Western Zone.
• Component 3: strengthening of institutional capacity of Power Grid Company of Bangladesh (PGCB).",,,200,Approved Financing: USD200 million
—,Uzbekistan,Water,Sovereign,Uzbekistan: Karakalpakstan and Khorezm Water Supply and Sanitation ProjectVIEW DETAILS,Proposed,"The Project Objective is to provide access to safely managed water and sanitation services, and to strengthen the operational performance of the regional water companies in Karakalpakstan and Khorezm.","Component 1 - Investment in Water Supply Infrastructure: Construction and rehabilitation of well fields and intakes, reservoirs, main water lines, water treatment facilities, pumping stations and distribution networks including house connections. This component includes investments in the rehabilitation and/or extension of water supply systems in 10 districts in the Republic of Karakalpakstan and its capital city Nukus as well as in 3 districts in Khorezm Region.
Component 2 - Investment in Sewerage Infrastructure: Construction of centralized sewage systems in 9 district centers in the Republic of Karakalpakstan and 8 district centers in Khorezm Region consisting of collectors, pumping stations, new construction of sewerage system and sewage treatment plants as well as discharge and optional reuse facilities.
Component 3 - Capacity Building and Implementation Support:
Component 3a - Capacity Building: A capacity gap assessment and mapping of Capacity Building activities of development partners will be conducted as part of the Feasibility Study. Based on the findings, activities will be specified in dialogue with the National Water Company JSC Uzsuvtaminot to improve business practices of Karakalpakstan and Khorezm RWCs. Areas of Capacity Building may include activities to support the Government’s Priorities for the Reform of the Water Sector 2030, and related systems such as asset management, client management and complaint handling as well as billing and collection system and the strengthening of the capacity for operation and maintenance.
 Component 3b - Project Implementation and Management Support: Project management and implementation support to assist the Implementation Agency (IA) in ensuring seamless coordination, efficient implementation and compliance with the relevant policies.",,,430.1 ,Proposed Funding: USD430.1 million
—,India,Transport,Sovereign,India: Maharashtra Multi-Modal Corridor Package III ProjectVIEW DETAILS,Proposed,To expand and improve the capacity and efficiency of the road transport network in the Mumbai Metropolitan Region (MMR).,"The Project consists of construction of 24.5 kms of at-grade and elevated limited-access, tolled expressway, including interchanges. The main carriageway will be 4 lanes in each direction with allowance for a future dual-track metro corridor in the median, and a 2-lane service road on each side.",,,359 ,Proposed Funding: USD359 million
—,Bangladesh,Transport,Sovereign,Bangladesh: Hatikumrul-Bonpara-Jhenaidah Phase I Road Improvement ProjectVIEW DETAILS,Proposed,"To provide efficient, safe, and resilient connectivity along a section of a regional transport corridor in Western Bangladesh.","The Project will upgrade a 57.2 km section of existing two-lane road from Bonpara to Jhenaidah to four lanes, add slow-moving vehicle traffic lanes on both sides of the main carriageway, and provide optical fiber cable (OFC) to expand the country’s broadband connectivity and enable “smart highways” along the project alignment. The loan will finance road construction, OFC, consulting services, training and capacity building, equipment purchase, and ITS systems.",,,333.9 ,Proposed Funding: USD333.9 million
